 Mortalidade - Brasil
Óbitos p/Residênc por Município e Ano do Óbito
Faixa Etária: 60 a 69 anos, 70 a 79 anos, 80 anos e mais
Período:1993-1995
"Município";"1993";"1994";"1995";"Total"
"355440 Terra Roxa";20;25;36;81
"355450 Tietê";125;145;160;430
"355460 Timburi";18;18;15;51
"355465 Torre de Pedra";7;9;13;29
"355470 Torrinha";39;33;42;114
"355480 Tremembé";93;103;93;289
"355490 Três Fronteiras";26;23;19;68
"355495 Tuiuti";17;21;23;61
"355500 Tupã";287;299;280;866
"355510 Tupi Paulista";56;60;65;181
"355520 Turiúba";5;7;10;22
"355530 Turmalina";8;10;5;23
"355535 Ubarana";11;10;8;29
"355540 Ubatuba";120;149;128;397
"355550 Ubirajara";15;20;17;52
"355560 Uchoa";40;52;32;124
"355570 União Paulista";3;6;7;16
"355580 Urânia";33;40;42;115
"355590 Uru";7;5;6;18
"355600 Urupês";50;52;49;151
"355610 Valentim Gentil";31;21;20;72
"355620 Valinhos";231;253;248;732
"355630 Valparaíso";65;64;71;200
"355635 Vargem";22;19;23;64
"355640 Vargem Grande do Sul";129;154;132;415
"355645 Vargem Grande Paulista";40;59;62;161
"355650 Várzea Paulista";157;155;158;470
"355660 Vera Cruz";42;52;52;146
"355670 Vinhedo";118;113;110;341
"355680 Viradouro";68;69;69;206
"355690 Vista Alegre do Alto";9;6;16;31
"355700 Votorantim";231;248;266;745
"355710 Votuporanga";243;280;255;778
"355715 Zacarias";4;1;6;11
"350000 Município ignorado - SP";275;10;8;293
"410010 Abatiá";37;32;29;98
"410020 Adrianópolis";26;25;33;84
"410030 Agudos do Sul";23;24;27;74
"410040 Almirante Tamandaré";157;179;182;518
"410045 Altamira do Paraná";21;11;10;42
"412862 Alto Paraíso";11;6;5;22
"410060 Alto Paraná";47;35;32;114
"410070 Alto Piquiri";43;44;42;129
"410050 Altônia";93;71;86;250
"410080 Alvorada do Sul";27;33;26;86
"410090 Amaporã";17;13;12;42
"410100 Ampére";41;38;42;121
"410105 Anahy";11;7;9;27
"410110 Andirá";72;73;89;234
"410115 Ângulo";6;9;10;25
"410120 Antonina";78;79;70;227
"410130 Antônio Olinto";37;31;27;95
"410140 Apucarana";361;347;368;1076
"410150 Arapongas";264;258;273;795
"410160 Arapoti";62;62;49;173
"410170 Araruna";43;30;32;105
"410180 Araucária";152;193;192;537
"410190 Assaí";64;45;69;178
"410200 Assis Chateaubriand";122;125;122;369
"410210 Astorga";86;84;73;243
"410220 Atalaia";13;12;13;38
"410230 Balsa Nova";20;33;21;74
"410240 Bandeirantes";144;124;124;392
"410250 Barbosa Ferraz";62;56;66;184
"410270 Barra do Jacaré";6;7;4;17
"410260 Barracão";40;40;46;126
"410280 Bela Vista do Paraíso";56;74;69;199
"410290 Bituruna";34;38;35;107
"410300 Boa Esperança";14;22;8;44
"410302 Boa Esperança do Iguaçu";4;2;6;12
"410305 Boa Vista da Aparecida";32;29;30;91
"410310 Bocaiúva do Sul";36;32;20;88
"410320 Bom Sucesso";26;29;21;76
"410322 Bom Sucesso do Sul";14;9;14;37
"410330 Borrazópolis";35;31;42;108
"410335 Braganey";32;14;20;66
"410337 Brasilândia do Sul";9;9;16;34
"410340 Cafeara";8;5;7;20
"410345 Cafelândia";24;22;17;63
"410347 Cafezal do Sul";14;23;12;49
"410350 Califórnia";38;37;30;105
"410360 Cambará";98;139;110;347
"410370 Cambé";245;250;215;710
"410380 Cambira";19;21;34;74
"410390 Campina da Lagoa";70;56;59;185
"410400 Campina Grande do Sul";78;50;45;173
"410405 Campo Bonito";16;11;5;32
"410410 Campo do Tenente";8;27;16;51
"410420 Campo Largo";218;211;231;660
"410430 Campo Mourão";226;225;289;740
"410440 Cândido de Abreu";54;47;63;164
"410442 Candói";40;37;45;122
"410445 Cantagalo";59;59;59;177
"410450 Capanema";78;66;70;214
"410460 Capitão Leônidas Marques";43;31;38;112
"410470 Carlópolis";56;56;55;167
"410480 Cascavel";464;499;546;1509
"410490 Castro";197;198;199;594
"410500 Catanduvas";21;29;30;80
"410510 Centenário do Sul";53;43;49;145
"410520 Cerro Azul";31;35;42;108
"410530 Céu Azul";28;23;27;78
"410540 Chopinzinho";40;42;41;123
"410550 Cianorte";168;169;162;499
"410560 Cidade Gaúcha";23;30;17;70
"410570 Clevelândia";50;61;40;151
"410580 Colombo";290;338;236;864
"410590 Colorado";73;67;75;215
"410600 Congonhinhas";35;41;25;101
"410610 Conselheiro Mairinck";1;6;3;10
"410620 Contenda";36;39;34;109
"410630 Corbélia";41;46;51;138
"410640 Cornélio Procópio";193;180;197;570
"410650 Coronel Vivida";95;83;59;237
"410655 Corumbataí do Sul";21;11;9;41
"410680 Cruz Machado";39;63;51;153
"410657 Cruzeiro do Iguaçu";1;4;6;11
"410660 Cruzeiro do Oeste";88;83;75;246
"410670 Cruzeiro do Sul";14;12;17;43
"410690 Curitiba";4339;4580;4530;13449
"410700 Curiúva";43;39;31;113
"410715 Diamante D'Oeste";15;13;11;39
"410710 Diamante do Norte";21;25;16;62
"410712 Diamante do Sul";12;4;7;23
"410720 Dois Vizinhos";58;65;79;202
"410725 Douradina";23;22;20;65
"410730 Doutor Camargo";33;26;24;83
"412863 Doutor Ulysses";4;4;6;14
"410740 Enéas Marques";29;18;23;70
"410750 Engenheiro Beltrão";48;32;50;130
"410753 Entre Rios do Oeste";5;12;8;25
"410755 Farol";12;10;11;33
"410760 Faxinal";101;71;68;240
"410765 Fazenda Rio Grande";59;68;54;181
"410770 Fênix";27;21;20;68
"410775 Figueira";36;33;25;94
"410785 Flor da Serra do Sul";3;8;10;21
"410780 Floraí";30;24;21;75
"410790 Floresta";19;15;15;49
"410800 Florestópolis";38;36;39;113
"410810 Flórida";11;11;12;34
"410820 Formosa do Oeste";28;31;46;105
"410830 Foz do Iguaçu";309;273;276;858
"410832 Francisco Alves";25;28;25;78
"410840 Francisco Beltrão";204;162;189;555
"410850 General Carneiro";45;34;32;111
"410855 Godoy Moreira";9;14;10;33
"410860 Goioerê";116;111;107;334
"410870 Grandes Rios";36;47;32;115
"410880 Guaíra";80;88;85;253
"410890 Guairaçá";14;9;11;34
"410900 Guapirama";7;15;12;34
"410910 Guaporema";3;5;8;16
"410920 Guaraci";29;16;26;71
"410930 Guaraniaçu";58;42;70;170
"410940 Guarapuava";483;468;442;1393
"410950 Guaraqueçaba";19;11;20;50
"410960 Guaratuba";53;49;63;165
"410965 Honório Serpa";7;13;11;31
"410970 Ibaiti";102;108;89;299
"410975 Ibema";15;9;12;36
"410980 Ibiporã";122;127;115;364
"410990 Icaraíma";48;46;38;132
"411000 Iguaraçu";21;10;11;42
"411005 Iguatu";6;8;4;18
"411010 Imbituva";85;112;123;320
"411020 Inácio Martins";38;22;35;95
"411030 Inajá";6;10;12;28
"411040 Indianópolis";20;18;16;54
"411050 Ipiranga";44;43;55;142
"411060 Iporã";66;82;70;218
"411065 Iracema do Oeste";7;11;6;24
"411070 Irati";189;205;207;601
"411080 Iretama";35;48;46;129
"411090 Itaguajé";16;18;19;53
"411095 Itaipulândia";16;12;12;40
"411100 Itambaracá";19;16;33;68
"411110 Itambé";16;21;29;66
"411120 Itapejara d'Oeste";27;30;26;83
"411125 Itaperuçu";53;38;35;126
"411130 Itaúna do Sul";18;16;15;49
"411140 Ivaí";47;35;44;126
"411150 Ivaiporã";170;183;156;509
"411155 Ivaté";27;29;30;86
"411160 Ivatuba";5;12;8;25
"411170 Jaboti";18;16;14;48
"411180 Jacarezinho";190;174;154;518
"411190 Jaguapitã";54;43;46;143
"411200 Jaguariaíva";93;88;94;275
"411210 Jandaia do Sul";78;87;77;242
"411220 Janiópolis";38;31;22;91
"411230 Japira";10;6;14;30
"411240 Japurá";26;20;22;68
"411250 Jardim Alegre";53;43;53;149
"411260 Jardim Olinda";1;1;-;2
"411270 Jataizinho";39;32;39;110
"411275 Jesuítas";34;36;47;117
"411280 Joaquim Távora";50;45;54;149
"411290 Jundiaí do Sul";12;17;21;50
"411295 Juranda";24;18;32;74
"411300 Jussara";19;10;20;49
"411310 Kaloré";23;11;21;55
"411320 Lapa";172;151;169;492
"411325 Laranjal";10;11;11;32
"411330 Laranjeiras do Sul";113;111;119;343
"411340 Leópolis";11;19;14;44
"411342 Lidianópolis";13;15;16;44
"411345 Lindoeste";16;8;19;43
"411350 Loanda";59;47;68;174
"411360 Lobato";9;15;16;40
"411370 Londrina";1259;1220;1352;3831
"411373 Luiziana";21;24;31;76
"411375 Lunardelli";16;13;16;45
"411380 Lupionópolis";27;21;14;62
"411390 Mallet";68;70;64;202
"411400 Mamborê";52;43;50;145
"411410 Mandaguaçu";39;61;56;156
"411420 Mandaguari";121;102;104;327
"411430 Mandirituba";51;47;57;155
"411440 Mangueirinha";43;41;35;119
"411450 Manoel Ribas";32;44;40;116
"411460 Marechal Cândido Rondon";114;133;133;380
"411470 Maria Helena";27;21;26;74
"411480 Marialva";88;77;104;269
"411490 Marilândia do Sul";31;47;35;113
"411500 Marilena";18;18;19;55
"411510 Mariluz";28;38;52;118
"411520 Maringá";726;691;780;2197
"411530 Mariópolis";19;21;16;56
"411535 Maripá";27;16;22;65
"411540 Marmeleiro";28;34;34;96
"411550 Marumbi";17;22;16;55
"411560 Matelândia";34;40;46;120
"411570 Matinhos";38;33;29;100
"411573 Mato Rico";16;9;8;33
"411575 Mauá da Serra";17;15;11;43
"411580 Medianeira";102;104;101;307
"411585 Mercedes";13;8;15;36
"411590 Mirador";9;6;8;23
"411600 Miraselva";27;17;18;62
"411605 Missal";32;25;31;88
"411610 Moreira Sales";58;63;51;172
"411620 Morretes";53;42;64;159
"411630 Munhoz de Melo";15;6;6;27
"411640 Nossa Senhora das Graças";11;13;9;33
"411650 Nova Aliança do Ivaí";5;1;-;6
"411660 Nova América da Colina";5;13;8;26
"411670 Nova Aurora";47;39;40;126
"411680 Nova Cantu";34;36;28;98
"411690 Nova Esperança";109;91;94;294
"411695 Nova Esperança do Sudoeste";4;20;8;32
"411700 Nova Fátima";29;43;32;104
"411705 Nova Laranjeiras";19;25;17;61
"411710 Nova Londrina";38;40;29;107
"411720 Nova Olímpia";39;23;26;88
"411725 Nova Prata do Iguaçu";34;42;42;118
"411721 Nova Santa Bárbara";10;13;10;33
"411722 Nova Santa Rosa";33;25;22;80
"411727 Nova Tebas";25;20;25;70
"411729 Novo Itacolomi";9;15;10;34
"411730 Ortigueira";84;91;90;265
"411740 Ourizona";12;11;17;40
"411745 Ouro Verde do Oeste";17;13;17;47
"411750 Paiçandu";61;57;67;185
"411760 Palmas";103;122;103;328
"411770 Palmeira";98;128;105;331
"411780 Palmital";52;53;61;166
"411790 Palotina";55;75;52;182
"411800 Paraíso do Norte";26;41;24;91
"411810 Paranacity";29;37;29;95
"411820 Paranaguá";386;433;392;1211
"411830 Paranapoema";3;5;8;16
"411840 Paranavaí";244;275;269;788
"411845 Pato Bragado";11;16;11;38
"411850 Pato Branco";161;166;171;498
"411860 Paula Freitas";22;19;23;64
"411870 Paulo Frontin";42;37;34;113
"411880 Peabiru";66;45;66;177
"411890 Pérola";53;91;55;199
"411900 Pérola d'Oeste";28;34;42;104
"411910 Piên";34;28;27;89
"411915 Pinhais";185;231;210;626
"411925 Pinhal de São Bento";6;2;9;17
"411920 Pinhalão";11;19;20;50
"411930 Pinhão";56;63;79;198
"411940 Piraí do Sul";73;85;78;236
"411950 Piraquara";122;132;89;343
"411960 Pitanga";111;119;131;361
"411965 Pitangueiras";2;8;8;18
"411970 Planaltina do Paraná";11;13;12;36
"411980 Planalto";52;56;64;172
"411990 Ponta Grossa";960;971;920;2851
"412000 Porecatu";59;66;60;185
"412010 Porto Amazonas";15;17;16;48
"412020 Porto Rico";8;9;5;22
"412030 Porto Vitória";16;24;12;52
"412035 Pranchita";21;22;23;66
"412040 Presidente Castelo Branco";17;17;14;48
"412050 Primeiro de Maio";53;41;45;139
"412060 Prudentópolis";181;174;216;571
"412070 Quatiguá";30;40;25;95
"412080 Quatro Barras";26;26;29;81
"412085 Quatro Pontes";12;15;14;41
"412090 Quedas do Iguaçu";54;81;58;193
"412100 Querência do Norte";19;12;25;56
"412110 Quinta do Sol";13;17;14;44
"412120 Quitandinha";68;32;52;152
"412125 Ramilândia";1;10;12;23
"412130 Rancho Alegre";22;22;23;67
"412135 Rancho Alegre D'Oeste";9;6;7;22
"412140 Realeza";55;45;44;144
"412150 Rebouças";57;36;51;144
"412160 Renascença";17;22;15;54
"412170 Reserva";83;73;83;239
"412180 Ribeirão Claro";33;40;61;134
"412190 Ribeirão do Pinhal";64;69;59;192
"412200 Rio Azul";67;49;51;167
"412210 Rio Bom";11;11;16;38
"412215 Rio Bonito do Iguaçu";11;9;13;33
"412220 Rio Branco do Sul";85;94;51;230
"412230 Rio Negro";99;97;96;292
"412240 Rolândia";155;166;155;476
"412250 Roncador";57;32;37;126
"412260 Rondon";25;17;34;76
"412265 Rosário do Ivaí";31;32;28;91
"412270 Sabáudia";15;17;16;48
"412280 Salgado Filho";21;13;24;58
"412290 Salto do Itararé";21;23;31;75
"412300 Salto do Lontra";29;28;35;92
"412310 Santa Amélia";19;19;15;53
"412320 Santa Cecília do Pavão";22;18;13;53
"412330 Santa Cruz de Monte Castelo";23;32;27;82
"412340 Santa Fé";32;37;30;99
"412350 Santa Helena";63;64;50;177
"412360 Santa Inês";7;7;8;22
"412370 Santa Isabel do Ivaí";39;42;37;118
"412380 Santa Izabel do Oeste";41;34;32;107
"412382 Santa Lúcia";14;17;17;48
"412385 Santa Maria do Oeste";29;42;17;88
"412390 Santa Mariana";59;67;62;188
"412395 Santa Mônica";9;9;12;30
"412402 Santa Tereza do Oeste";17;21;19;57
"412405 Santa Terezinha de Itaipu";32;23;35;90
"412400 Santana do Itararé";19;15;15;49
"412410 Santo Antônio da Platina";134;155;187;476
"412420 Santo Antônio do Caiuá";10;9;11;30
"412430 Santo Antônio do Paraíso";7;5;12;24
"412440 Santo Antônio do Sudoeste";50;53;60;163
"412450 Santo Inácio";14;17;22;53
"412460 São Carlos do Ivaí";17;27;17;61
"412470 São Jerônimo da Serra";35;50;43;128
"412480 São João";41;34;35;110
"412490 São João do Caiuá";21;24;24;69
"412500 São João do Ivaí";69;59;57;185
"412510 São João do Triunfo";40;13;10;63
"412520 São Jorge d'Oeste";26;30;26;82
"412530 São Jorge do Ivaí";22;18;24;64
"412535 São Jorge do Patrocínio";26;25;23;74
"412540 São José da Boa Vista";44;37;27;108
"412545 São José das Palmeiras";9;10;9;28
"412550 São José dos Pinhais";372;463;417;1252
"412555 São Manoel do Paraná";6;6;3;15
"412560 São Mateus do Sul";105;121;112;338
"412570 São Miguel do Iguaçu";46;47;53;146
"412575 São Pedro do Iguaçu";21;14;15;50
"412580 São Pedro do Ivaí";29;27;26;82
"412590 São Pedro do Paraná";7;10;7;24
"412600 São Sebastião da Amoreira";32;37;22;91
"412610 São Tomé";14;13;16;43
"412620 Sapopema";19;27;26;72
"412625 Sarandi";141;127;137;405
"412627 Saudade do Iguaçu";2;2;13;17
"412630 Sengés";51;37;50;138
"412640 Sertaneja";30;29;20;79
"412650 Sertanópolis";56;57;36;149
"412660 Siqueira Campos";79;72;74;225
"412665 Sulina";7;14;15;36
"412670 Tamboara";18;24;16;58
"412680 Tapejara";26;22;33;81
"412690 Tapira";38;26;24;88
"412700 Teixeira Soares";58;28;40;126
"412710 Telêmaco Borba";257;224;242;723
"412720 Terra Boa";64;59;58;181
"412730 Terra Rica";56;66;49;171
"412740 Terra Roxa";44;62;71;177
"412750 Tibagi";54;46;46;146
"412760 Tijucas do Sul";42;43;38;123
"412770 Toledo";216;236;245;697
"412780 Tomazina";34;47;45;126
"412785 Três Barras do Paraná";36;41;37;114
"412788 Tunas do Paraná";1;8;10;19
"412790 Tuneiras do Oeste";38;34;28;100
"412795 Tupãssi";31;22;20;73
"412796 Turvo";42;38;34;114
"412800 Ubiratã";90;79;89;258
"412810 Umuarama";341;299;300;940
"412820 União da Vitória";183;170;151;504
"412830 Uniflor";4;9;7;20
"412840 Uraí";44;56;63;163
"412853 Ventania";25;20;20;65
"412855 Vera Cruz do Oeste";51;32;26;109
"412860 Verê";30;22;30;82
"412865 Virmond";8;10;8;26
"412870 Vitorino";19;18;21;58
"412850 Wenceslau Braz";82;86;69;237
"412880 Xambrê";38;29;31;98
"410000 Município ignorado - PR";3;2;1;6
"420005 Abdon Batista";12;8;11;31
"420010 Abelardo Luz";26;38;29;93
"420020 Agrolândia";27;28;32;87
"420030 Agronômica";14;11;14;39
"420040 Água Doce";22;21;23;66
"420050 Águas de Chapecó";20;15;18;53
"420055 Águas Frias";6;3;7;16
"420060 Águas Mornas";15;26;22;63
"420070 Alfredo Wagner";21;27;33;81
"420080 Anchieta";25;22;22;69
"420090 Angelina";23;23;41;87
"420100 Anita Garibaldi";47;41;51;139
"420110 Anitápolis";10;7;11;28
"420120 Antônio Carlos";13;22;26;61
"420125 Apiúna";23;28;20;71
"420127 Arabutã";22;30;8;60
"420130 Araquari";27;29;37;93
"420140 Araranguá";161;165;161;487
"420150 Armazém";27;17;27;71
"420160 Arroio Trinta";10;8;11;29
"420165 Arvoredo";2;4;2;8
"420170 Ascurra";22;20;24;66
"420180 Atalanta";9;14;12;35
"420190 Aurora";14;17;16;47
"420205 Balneário Barra do Sul";10;7;14;31
"420200 Balneário Camboriú";129;142;132;403
"421280 Balneário Piçarras";29;41;30;100
"420210 Barra Velha";39;39;46;124
"420215 Belmonte";5;9;4;18
"420220 Benedito Novo";37;45;51;133
"420230 Biguaçu";109;107;111;327
"420240 Blumenau";678;660;655;1993
"420250 Bom Jardim da Serra";13;12;11;36
"420260 Bom Retiro";18;27;30;75
"420245 Bombinhas";6;11;11;28
"420270 Botuverá";9;14;13;36
"420280 Braço do Norte";53;59;42;154
"420285 Braço do Trombudo";21;27;28;76
"420290 Brusque";242;188;212;642
"420300 Caçador";132;163;160;455
"420310 Caibi";30;22;22;74
"420315 Calmon";1;5;3;9
"420320 Camboriú";67;79;74;220
"420330 Campo Alegre";47;45;48;140
"420340 Campo Belo do Sul";31;29;36;96
"420350 Campo Erê";47;40;53;140
"420360 Campos Novos";97;117;109;323
"420370 Canelinha";26;36;36;98
"420380 Canoinhas";213;170;205;588
"420390 Capinzal";42;40;44;126
"420395 Capivari de Baixo";31;53;44;128
"420400 Catanduvas";23;12;16;51
"420410 Caxambu do Sul";22;24;12;58
"420415 Celso Ramos";11;11;7;29
"420417 Cerro Negro";9;13;11;33
"420420 Chapecó";282;230;251;763
"420425 Cocal do Sul";15;3;2;20
"420430 Concórdia";172;172;173;517
"420435 Cordilheira Alta";2;6;8;16
"420440 Coronel Freitas";25;26;42;93
"420445 Coronel Martins";13;6;12;31
"420455 Correia Pinto";30;37;38;105
"420450 Corupá";60;50;72;182
"420460 Criciúma";352;374;344;1070
"420470 Cunha Porã";45;42;42;129
"420480 Curitibanos";135;126;137;398
"420490 Descanso";27;21;31;79
"420500 Dionísio Cerqueira";60;45;49;154
"420510 Dona Emma";15;14;10;39
"420515 Doutor Pedrinho";9;13;8;30
"420520 Erval Velho";20;28;18;66
"420530 Faxinal dos Guedes";22;31;28;81
"420540 Florianópolis";789;824;928;2541
"420543 Formosa do Sul";1;3;2;6
"420545 Forquilhinha";12;17;15;44
"420550 Fraiburgo";35;49;63;147
"420560 Galvão";34;17;19;70
"420570 Garopaba";25;22;33;80
"420580 Garuva";21;20;33;74
"420590 Gaspar";99;94;89;282
"420600 Governador Celso Ramos";33;38;39;110
"420610 Grão Pará";15;14;19;48
"420620 Gravatal";19;23;42;84
"420630 Guabiruba";31;31;29;91
"420640 Guaraciaba";39;34;31;104
"420650 Guaramirim";52;67;66;185
"420660 Guarujá do Sul";14;18;11;43
"420665 Guatambú";4;11;9;24
"420670 Herval d'Oeste";60;45;50;155
"420680 Ibicaré";16;1;15;32
"420690 Ibirama";55;73;68;196
"420700 Içara";75;85;93;253
"420710 Ilhota";27;21;22;70
"420720 Imaruí";83;100;90;273
"420730 Imbituba";145;124;133;402
"420740 Imbuia";9;6;17;32
"420750 Indaial";118;148;119;385
"420760 Ipira";16;17;19;52
"420765 Iporã do Oeste";10;26;25;61
"420768 Ipuaçu";12;8;4;24
"420770 Ipumirim";22;26;28;76
"420775 Iraceminha";6;19;15;40
"420780 Irani";14;22;13;49
"420785 Irati";6;1;2;9
"420790 Irineópolis";35;33;30;98
"420800 Itá";19;17;25;61
"420810 Itaiópolis";85;86;63;234
"420820 Itajaí";434;401;407;1242
"420830 Itapema";35;29;47;111
"420840 Itapiranga";35;46;39;120
"420845 Itapoá";8;8;10;26
"420850 Ituporanga";59;54;59;172
"420860 Jaborá";12;16;15;43
"420870 Jacinto Machado";23;36;27;86
"420880 Jaguaruna";54;47;55;156
"420890 Jaraguá do Sul";263;282;276;821
"420895 Jardinópolis";2;4;4;10
"420900 Joaçaba";98;96;118;312
"420910 Joinville";959;888;993;2840
"420915 José Boiteux";12;15;9;36
"420920 Lacerdópolis";5;13;5;23
"420930 Lages";516;534;551;1601
"420940 Laguna";227;219;231;677
"420945 Lajeado Grande";1;1;6;8
"420950 Laurentino";21;19;13;53
"420960 Lauro Muller";67;51;42;160
"420970 Lebon Régis";42;31;31;104
"420980 Leoberto Leal";5;12;7;24
"420985 Lindóia do Sul";16;19;21;56
"420990 Lontras";44;25;32;101
"421000 Luiz Alves";30;26;30;86
"421005 Macieira";3;2;3;8
"421010 Mafra";187;196;193;576
"421020 Major Gercino";17;11;13;41
"421030 Major Vieira";27;27;27;81
"421040 Maracajá";18;17;20;55
"421050 Maravilha";70;56;66;192
"421055 Marema";17;19;10;46
"421060 Massaranduba";59;42;44;145
"421070 Matos Costa";6;8;13;27
"421080 Meleiro";16;12;29;57
"421085 Mirim Doce";6;11;13;30
"421090 Modelo";18;22;18;58
"421100 Mondaí";29;36;37;102
"421105 Monte Carlo";5;1;21;27
"421110 Monte Castelo";28;30;31;89
"421120 Morro da Fumaça";19;36;29;84
"421125 Morro Grande";7;-;3;10
"421130 Navegantes";84;80;77;241
"421140 Nova Erechim";9;10;12;31
"421145 Nova Itaberaba";4;1;4;9
"421150 Nova Trento";47;33;29;109
"421160 Nova Veneza";41;30;27;98
"421165 Novo Horizonte";3;7;5;15
"421170 Orleans";54;67;63;184
"421175 Otacílio Costa";41;47;45;133
"421180 Ouro";20;17;31;68
"421185 Ouro Verde";4;3;5;12
"421190 Palhoça";149;186;197;532
"421200 Palma Sola";23;13;17;53
"421210 Palmitos";54;57;64;175
"421220 Papanduva";49;41;53;143
"421223 Paraíso";10;13;11;34
"421225 Passo de Torres";6;12;6;24
"421227 Passos Maia";3;9;11;23
"421230 Paulo Lopes";18;22;25;65
"421240 Pedras Grandes";19;8;20;47
"421250 Penha";44;45;53;142
"421260 Peritiba";8;9;6;23
"421270 Petrolândia";30;19;26;75
"421290 Pinhalzinho";25;26;28;79
"421300 Pinheiro Preto";5;4;8;17
"421310 Piratuba";20;17;15;52
"421315 Planalto Alegre";4;6;6;16
"421320 Pomerode";122;78;119;319
"421330 Ponte Alta";14;15;24;53
"421335 Ponte Alta do Norte";10;10;10;30
"421340 Ponte Serrada";24;29;27;80
"421350 Porto Belo";30;21;19;70
"421360 Porto União";110;113;146;369
"421370 Pouso Redondo";47;51;35;133
"421380 Praia Grande";20;29;14;63
"421390 Presidente Castello Branco";4;8;12;24
"421400 Presidente Getúlio";51;55;45;151
"421410 Presidente Nereu";8;4;3;15
"421420 Quilombo";28;43;33;104
"421430 Rancho Queimado";10;10;7;27
"421440 Rio das Antas";20;17;19;56
"421450 Rio do Campo";21;18;19;58
"421460 Rio do Oeste";37;33;32;102
"421480 Rio do Sul";196;137;172;505
"421470 Rio dos Cedros";43;36;47;126
"421490 Rio Fortuna";16;16;18;50
"421500 Rio Negrinho";108;77;91;276
"421505 Rio Rufino";4;6;9;19
"421507 Riqueza";11;12;13;36
"421510 Rodeio";41;41;41;123
"421520 Romelândia";15;18;18;51
"421530 Salete";17;23;17;57
"421540 Salto Veloso";14;6;17;37
"421545 Sangão";10;19;16;45
"421550 Santa Cecília";29;45;31;105
"421555 Santa Helena";3;8;4;15
"421560 Santa Rosa de Lima";7;1;9;17
"421565 Santa Rosa do Sul";26;17;18;61
"421567 Santa Terezinha";14;14;17;45
"421570 Santo Amaro da Imperatriz";41;33;44;118
"421580 São Bento do Sul";121;132;135;388
"421590 São Bonifácio";21;15;13;49
"421600 São Carlos";41;49;42;132
"421605 São Cristovão do Sul";5;5;7;17
"421610 São Domingos";26;30;35;91
"421620 São Francisco do Sul";113;112;118;343
"421630 São João Batista";56;49;51;156
"421635 São João do Itaperiú";5;4;7;16
"421625 São João do Oeste";13;25;21;59
"421640 São João do Sul";15;13;13;41
"421650 São Joaquim";72;79;67;218
"421660 São José";355;317;384;1056
"421670 São José do Cedro";48;37;45;130
"421680 São José do Cerrito";34;46;33;113
"421690 São Lourenço do Oeste";50;55;42;147
"421700 São Ludgero";11;20;21;52
"421710 São Martinho";19;16;10;45
"421715 São Miguel da Boa Vista";2;1;6;9
"421720 São Miguel do Oeste";100;100;101;301
"421730 Saudades";23;28;34;85
"421740 Schroeder";20;27;26;73
"421750 Seara";42;51;45;138
"421755 Serra Alta";5;9;10;24
"421760 Siderópolis";41;42;25;108
"421770 Sombrio";77;62;58;197
"421775 Sul Brasil";2;3;6;11
"421780 Taió";47;42;58;147
"421790 Tangará";30;29;31;90
"421800 Tijucas";82;76;86;244
"421810 Timbé do Sul";17;24;27;68
"421820 Timbó";96;92;95;283
"421825 Timbó Grande";12;16;11;39
"421830 Três Barras";42;47;47;136
"421840 Treze de Maio";20;13;23;56
"421850 Treze Tílias";14;19;13;46
"421860 Trombudo Central";23;26;21;70
"421870 Tubarão";292;297;309;898
"421875 Tunápolis";12;19;17;48
"421880 Turvo";40;38;50;128
"421885 União do Oeste";10;11;7;28
"421890 Urubici";33;29;43;105
"421895 Urupema";7;3;6;16
"421900 Urussanga";64;67;89;220
"421910 Vargeão";5;7;13;25
"421915 Vargem";8;8;7;23
"421917 Vargem Bonita";10;14;13;37
"421920 Vidal Ramos";16;17;22;55
"421930 Videira";98;97;129;324
"421935 Vitor Meireles";14;10;15;39
"421940 Witmarsum";17;14;11;42
"421950 Xanxerê";115;103;115;333
"421960 Xavantina";15;8;18;41
"421970 Xaxim";66;44;56;166
"420000 Município ignorado - SC";1;1;7;9
"430005 Água Santa";10;11;10;31
"430010 Agudo";70;82;82;234
"430020 Ajuricaba";41;44;57;142
"430030 Alecrim";46;51;38;135
"430040 Alegrete";318;331;305;954
"430045 Alegria";24;23;31;78
"430050 Alpestre";36;54;37;127
"430055 Alto Alegre";6;12;15;33
"430057 Alto Feliz";12;18;11;41
"430060 Alvorada";428;481;500;1409
"430063 Amaral Ferrador";20;16;28;64
"430064 Ametista do Sul";12;7;1;20
"430066 André da Rocha";3;5;2;10
"430070 Anta Gorda";37;26;32;95
"430080 Antônio Prado";39;41;51;131
"430085 Arambaré";15;7;14;36
"430090 Aratiba";36;29;31;96
"430100 Arroio do Meio";71;67;70;208
"430105 Arroio do Sal";5;11;7;23
"430120 Arroio do Tigre";53;56;72;181
"430110 Arroio dos Ratos";62;50;61;173
"430130 Arroio Grande";98;76;86;260
"430140 Arvorezinha";32;49;38;119
"430150 Augusto Pestana";39;51;57;147
"430155 Áurea";18;15;10;43
"430160 Bagé";658;567;649;1874
"430165 Barão";27;27;34;88
"430170 Barão de Cotegipe";32;25;25;82
"430175 Barão do Triunfo";22;23;20;65
"430185 Barra do Guarita";8;4;8;20
"430190 Barra do Ribeiro";51;55;56;162
"430192 Barra do Rio Azul";7;7;4;18
"430195 Barra Funda";5;6;14;25
"430180 Barracão";21;25;32;78
"430200 Barros Cassal";75;61;54;190
