 Mortalidade - Brasil
Óbitos p/Residênc por Município e Ano do Óbito
Faixa Etária: 60 a 69 anos, 70 a 79 anos, 80 anos e mais
Período:1993-1995
"Município";"1993";"1994";"1995";"Total"
"521170 Jandaia";16;28;17;61
"521180 Jaraguá";72;86;80;238
"521190 Jataí";190;196;202;588
"521200 Jaupaci";11;11;12;34
"521205 Jesúpolis";-;-;4;4
"521210 Joviânia";18;15;12;45
"521220 Jussara";41;59;52;152
"521230 Leopoldo de Bulhões";18;23;18;59
"521250 Luziânia";290;304;322;916
"521260 Mairipotaba";1;5;6;12
"521270 Mambaí";7;11;8;26
"521280 Mara Rosa";31;32;38;101
"521290 Marzagão";4;11;6;21
"521295 Matrinchã";4;2;1;7
"521300 Maurilândia";12;19;8;39
"521305 Mimoso de Goiás";2;1;5;8
"521308 Minaçu";53;49;51;153
"521310 Mineiros";92;97;81;270
"521340 Moiporá";8;3;7;18
"521350 Monte Alegre de Goiás";18;16;8;42
"521370 Montes Claros de Goiás";17;14;21;52
"521375 Montividiu";10;12;9;31
"521380 Morrinhos";99;116;125;340
"521385 Morro Agudo de Goiás";6;2;1;9
"521390 Mossâmedes";22;18;17;57
"521400 Mozarlândia";21;31;25;77
"521405 Mundo Novo";2;1;2;5
"521410 Mutunópolis";15;9;14;38
"521440 Nazário";19;15;17;51
"521450 Nerópolis";43;40;42;125
"521460 Niquelândia";71;82;73;226
"521470 Nova América";4;14;3;21
"521480 Nova Aurora";7;8;6;21
"521483 Nova Crixás";7;7;14;28
"521486 Nova Glória";19;20;19;58
"521487 Nova Iguaçu de Goiás";4;2;3;9
"521490 Nova Roma";1;11;7;19
"521500 Nova Veneza";12;30;13;55
"521520 Novo Brasil";9;20;12;41
"521525 Novo Planalto";3;1;4;8
"521530 Orizona";43;43;30;116
"521540 Ouro Verde de Goiás";11;-;12;23
"521550 Ouvidor";13;11;6;30
"521560 Padre Bernardo";39;24;40;103
"521565 Palestina de Goiás";2;6;5;13
"521570 Palmeiras de Goiás";37;61;31;129
"521580 Palmelo";13;5;2;20
"521590 Palminópolis";1;1;3;5
"521600 Panamá";10;7;18;35
"521630 Paranaiguara";27;22;30;79
"521640 Paraúna";29;25;21;75
"521680 Petrolina de Goiás";48;40;23;111
"521690 Pilar de Goiás";10;9;7;26
"521710 Piracanjuba";87;96;73;256
"521720 Piranhas";34;31;37;102
"521730 Pirenópolis";59;70;18;147
"521740 Pires do Rio";86;89;83;258
"521760 Planaltina";58;47;66;171
"521770 Pontalina";46;68;36;150
"521800 Porangatu";81;99;98;278
"521810 Portelândia";7;10;11;28
"521830 Posse";44;37;32;113
"521839 Professor Jamil";-;-;2;2
"521850 Quirinópolis";91;93;113;297
"521860 Rialma";26;27;29;82
"521870 Rianápolis";24;18;11;53
"521878 Rio Quente";2;6;2;10
"521880 Rio Verde";240;292;259;791
"521890 Rubiataba";45;55;58;158
"521900 Sanclerlândia";7;3;4;14
"521910 Santa Bárbara de Goiás";16;9;10;35
"521920 Santa Cruz de Goiás";1;8;3;12
"521925 Santa Fé de Goiás";9;6;5;20
"521930 Santa Helena de Goiás";71;74;62;207
"521935 Santa Isabel";8;13;3;24
"521940 Santa Rita do Araguaia";12;1;13;26
"521950 Santa Rosa de Goiás";15;10;12;37
"521960 Santa Tereza de Goiás";10;16;11;37
"521970 Santa Terezinha de Goiás";26;20;22;68
"521971 Santo Antônio da Barra";2;1;1;4
"521973 Santo Antônio de Goiás";-;-;5;5
"521975 Santo Antônio do Descoberto";63;66;73;202
"521980 São Domingos";9;22;12;43
"521990 São Francisco de Goiás";20;19;14;53
"522000 São João d'Aliança";9;10;5;24
"522005 São João da Paraúna";5;3;4;12
"522010 São Luís de Montes Belos";83;88;83;254
"522015 São Luíz do Norte";6;11;5;22
"522020 São Miguel do Araguaia";45;47;38;130
"522026 São Miguel do Passa Quatro";4;4;6;14
"522040 São Simão";45;28;42;115
"522045 Senador Canedo";26;41;55;122
"522050 Serranópolis";19;13;16;48
"522060 Silvânia";56;54;49;159
"522068 Simolândia";2;4;4;10
"522070 Sítio d'Abadia";2;3;2;7
"522100 Taquaral de Goiás";12;10;17;39
"522108 Teresina de Goiás";5;6;3;14
"522119 Terezópolis de Goiás";4;4;5;13
"522130 Três Ranchos";9;10;13;32
"522140 Trindade";160;147;137;444
"522145 Trombas";6;1;3;10
"522150 Turvânia";15;20;9;44
"522155 Turvelândia";3;3;3;9
"522157 Uirapuru";-;-;2;2
"522160 Uruaçu";87;106;98;291
"522170 Uruana";39;31;39;109
"522180 Urutaí";7;12;15;34
"522190 Varjão";14;16;6;36
"522200 Vianópolis";19;19;23;61
"522205 Vicentinópolis";10;14;10;34
"522220 Vila Boa";-;2;1;3
"520000 Município ignorado - GO";7;19;32;58
"530010 Brasília";2785;3007;2992;8784
"Total";450310;453698;458977;1362985
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
